6701,O655,Obstructed labour due to abnormality of maternal pelvic organs,Obstructed labour due to abnormality of maternal pelvic organs,Obstructed labour due to abnormality of maternal pelvic organs,Obstructed labour due to abnormality of maternal pelvic organs,Obstrução do trabalho de parto devida a anormalidade dos órgãos pélvicos maternos,O65.5 Obstr trab parto dev anorm org pelvicos mat,
6702,O658,Obstructed labour due to other maternal pelvic abnormalities,Obstructed labour due to other maternal pelvic abnormalities,Obstructed labour due to other maternal pelvic abnormalities,Obstructed labour due to other maternal pelvic abnormalities,Obstrução do trabalho de parto devida a outras anormalidades pélvicas maternas,O65.8 Obstr trab parto dev outr anorm pelvicas mat,
6703,O659,"Obstructed labour due to maternal pelvic abnormality, unspecified","Obstructed labour due to maternal pelvic abnormality, unspecified","Obstructed labour due to maternal pelvic abnormality, unspecified","Obstructed labour due to maternal pelvic abnormality, unspecified",Obstrução do trabalho de parto devida a anormalidades pélvicas maternas não especificadas,O65.9 Obstr trab parto dev anorm pelvicas mat NE,
6704,O66,Other obstructed labour,Other obstructed labour,Other obstructed labour,Other obstructed labour,Outras formas de obstrução do trabalho de parto,O66   Outr form de obstrucao do trabalho de parto,
6705,O660,Obstructed labour due to shoulder dystocia,Obstructed labour due to shoulder dystocia,Obstructed labour due to shoulder dystocia,Obstructed labour due to shoulder dystocia,Obstrução do trabalho de parto devido a distócia de ombro,O66.0 Obstr trab parto dev distocia de ombro,
6706,O661,Obstructed labour due to locked twins,Obstructed labour due to locked twins,Obstructed labour due to locked twins,Obstructed labour due to locked twins,Obstrução do trabalho de parto por colisão de gêmeos,O66.1 Obstr trabalho de parto p/colis de gemeos,
6707,O662,Obstructed labour due to unusually large fetus,Obstructed labour due to unusually large fetus,Obstructed labour due to unusually large fetus,Obstructed labour due to unusually large fetus,Obstrução do trabalho de parto por feto excepcionalmente grande,O66.2 Obstr trab parto p/feto excepc grande,
6708,O663,Obstructed labour due to other abnormalities of fetus,Obstructed labour due to other abnormalities of fetus,Obstructed labour due to other abnormalities of fetus,Obstructed labour due to other abnormalities of fetus,Obstrução do trabalho de parto devido a outras anormalidades do feto,O66.3 Obstr trab parto dev outr anorm do feto,
6709,O664,"Failed trial of labour, unspecified","Failed trial of labour, unspecified","Failed trial of labour, unspecified","Failed trial of labour, unspecified","Falha de tentativa de trabalho de parto, não especificada",O66.4 Falha de tentativa de trabalho de parto NE,
6710,O665,"Failed application of vacuum extractor and forceps, unspecified","Failed application of vacuum extractor and forceps, unspecified","Failed application of vacuum extractor and forceps, unspecified","Failed application of vacuum extractor and forceps, unspecified","Falha de aplicação de fórceps e vácuo-extrator, não especificada",O66.5 Falha aplicacao forceps e vacuo-extrator NE,
6711,O668,Other specified obstructed labour,Other specified obstructed labour,Other specified obstructed labour,Other specified obstructed labour,"Outras formas de obstrução do trabalho de parto, especificadas",O66.8 Outr form de obstrucao do trab parto espec,
6712,O669,"Obstructed labour, unspecified","Obstructed labour, unspecified","Obstructed labour, unspecified","Obstructed labour, unspecified","Obstrução do trabalho de parto, não especificado",O66.9 Obstrucao do trabalho de parto NE,
6713,O67,"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified","Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified","Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified","Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified",Trabalho de parto e parto complicados por hemorragia intraparto não classificados em outra parte,O67   Trab parto parto compl hemorr intrapart NCOP,
6714,O670,Intrapartum haemorrhage with coagulation defect,Intrapartum haemorrhage with coagulation defect,Intrapartum haemorrhage with coagulation defect,Intrapartum haemorrhage with coagulation defect,Hemorragia intraparto com deficiência de coagulação,O67.0 Hemorragia intraparto c/defic de coagulacao,
6715,O678,Other intrapartum haemorrhage,Other intrapartum haemorrhage,Other intrapartum haemorrhage,Other intrapartum haemorrhage,Outras hemorragias intraparto,O67.8 Outr hemorragias intraparto,
6716,O679,"Intrapartum haemorrhage, unspecified","Intrapartum haemorrhage, unspecified","Intrapartum haemorrhage, unspecified","Intrapartum haemorrhage, unspecified",Hemorragia intraparto não especificada,O67.9 Hemorragia intraparto NE,
6717,O68,Labour and delivery complicated by fetal stress [distress],Labour and delivery complicated by fetal stress [distress],Labour and delivery complicated by fetal stress [distress],Labour and delivery complicated by fetal stress [distress],Trabalho de parto e parto complicados por sofrimento fetal,O68   Trab parto e parto complic sofrimento fetal,
6718,O680,Labour and delivery complicated by fetal heart rate anomaly,Labour and delivery complicated by fetal heart rate anomaly,Labour and delivery complicated by fetal heart rate anomaly,Labour and delivery complicated by fetal heart rate anomaly,Trabalho de parto e parto complicados por anormalidade da freqüência cardíaca fetal,O68.0 Trab parto e parto compl anorm freq card fet,
6719,O681,Labour and delivery complicated by meconium in amniotic fluid,Labour and delivery complicated by meconium in amniotic fluid,Labour and delivery complicated by meconium in amniotic fluid,Labour and delivery complicated by meconium in amniotic fluid,Trabalho de parto e parto complicados por mecônio no líquido amniótico,O68.1 Trab parto e parto compl meconio liq amniot,
6720,O682,Labour and delivery complicated by fetal heart rate anomaly with meconium in amniotic fluid,Labour and delivery complicated by fetal heart rate anomaly with meconium in amniotic fluid,Labour and delivery complicated by fetal heart rate anomaly with meconium in amniotic fluid,Labour and delivery complicated by fetal heart rate anomaly with meconium in amniotic fluid,Trabalho de parto e parto complicados por anormalidade na freqüência cardíaca fetal com mecônio no líquido amniótico,O68.2 Trab part part anor frq card fet mec liq amn,
6721,O683,Labour and delivery complicated by biochemical evidence of fetal stress,Labour and delivery complicated by biochemical evidence of fetal stress,Labour and delivery complicated by biochemical evidence of fetal stress,Labour and delivery complicated by biochemical evidence of fetal stress,Trabalho de parto e parto complicados por evidências bioquímicas de sofrimento fetal,O68.3 Trab parto e parto compl evid bioq sofr fet,
6722,O688,Labour and delivery complicated by other evidence of fetal stress,Labour and delivery complicated by other evidence of fetal stress,Labour and delivery complicated by other evidence of fetal stress,Labour and delivery complicated by other evidence of fetal stress,Trabalho de parto e parto complicados por outras evidências de sofrimento fetal,O68.8 Trab parto e parto compl outr evid sofr fet,
6723,O689,"Labour and delivery complicated by fetal stress, unspecified","Labour and delivery complicated by fetal stress, unspecified","Labour and delivery complicated by fetal stress, unspecified","Labour and delivery complicated by fetal stress, unspecified","Trabalho de parto e parto complicados por sofrimento fetal, não especificado",O68.9 Trab parto e parto complic sofr fetal NE,
6724,O69,Labour and delivery complicated by umbilical cord complications,Labour and delivery complicated by umbilical cord complications,Labour and delivery complicated by umbilical cord complications,Labour and delivery complicated by umbilical cord complications,Trabalho de parto e parto complicados por anormalidade do cordão umbilical,O69   Trab parto parto compl anorm cordao umbilic,
6725,O690,Labour and delivery complicated by prolapse of cord,Labour and delivery complicated by prolapse of cord,Labour and delivery complicated by prolapse of cord,Labour and delivery complicated by prolapse of cord,Trabalho de parto e parto complicados por prolapso do cordão,O69.0 Trab parto e parto complic prolapso cordao,
6726,O691,"Labour and delivery complicated by cord around neck, with compression","Labour and delivery complicated by cord around neck, with compression","Labour and delivery complicated by cord around neck, with compression","Labour and delivery complicated by cord around neck, with compression","Trabalho de parto e parto complicados por circular de cordão, com compressão",O69.1 Trab part part compl circul cordao c/compres,
6727,O692,Labour and delivery complicated by other cord entanglement,Labour and delivery complicated by other cord entanglement,Labour and delivery complicated by other cord entanglement,Labour and delivery complicated by other cord entanglement,Trabalho de parto e parto complicados por outros enovelamentos do cordão,O69.2 Trab parto e parto compl outr enovel cordao,
6728,O693,Labour and delivery complicated by short cord,Labour and delivery complicated by short cord,Labour and delivery complicated by short cord,Labour and delivery complicated by short cord,Trabalho de parto e parto complicados por cordão curto,O69.3 Trab parto e parto complic p/cordao curto,
6729,O694,Labour and delivery complicated by vasa praevia,Labour and delivery complicated by vasa praevia,Labour and delivery complicated by vasa praevia,Labour and delivery complicated by vasa praevia,Trabalho de parto e parto complicados por vasa praevia,O69.4 Trab parto e parto complic p/vasa praevia,
6730,O695,Labour and delivery complicated by vascular lesion of cord,Labour and delivery complicated by vascular lesion of cord,Labour and delivery complicated by vascular lesion of cord,Labour and delivery complicated by vascular lesion of cord,Trabalho de parto e parto complicados por lesão vascular do cordão,O69.5 Trab parto e parto complic lesao vasc cordao,
6731,O698,Labour and delivery complicated by other cord complications,Labour and delivery complicated by other cord complications,Labour and delivery complicated by other cord complications,Labour and delivery complicated by other cord complications,Trabalho de parto e parto complicados por outras complicações do cordão,O69.8 Trab parto e parto complic outr compl cordao,
6732,O699,"Labour and delivery complicated by cord complication, unspecified","Labour and delivery complicated by cord complication, unspecified","Labour and delivery complicated by cord complication, unspecified","Labour and delivery complicated by cord complication, unspecified","Trabalho de parto e parto complicados por complicações do cordão, não especificadas",O69.9 Trab parto e parto complic cordao NE,
6733,O70,Perineal laceration during delivery,Perineal laceration during delivery,Perineal laceration during delivery,Perineal laceration during delivery,Laceração do períneo durante o parto,O70   Laceracao do perineo durante o parto,
6734,O700,First degree perineal laceration during delivery,First degree perineal laceration during delivery,First degree perineal laceration during delivery,First degree perineal laceration during delivery,Laceração de períneo de primeiro grau durante o parto,O70.0 Laceracao perineo 1. grau durante o parto,
6735,O701,Second degree perineal laceration during delivery,Second degree perineal laceration during delivery,Second degree perineal laceration during delivery,Second degree perineal laceration during delivery,Laceração de períneo de segundo grau durante o parto,O70.1 Laceracao perineo 2. grau durante o parto,
6736,O702,Third degree perineal laceration during delivery,Third degree perineal laceration during delivery,Third degree perineal laceration during delivery,Third degree perineal laceration during delivery,Laceração de períneo de terceiro grau durante o parto,O70.2 Laceracao perineo 3. grau durante o parto,
6737,O703,Fourth degree perineal laceration during delivery,Fourth degree perineal laceration during delivery,Fourth degree perineal laceration during delivery,Fourth degree perineal laceration during delivery,Laceração de períneo de quarto grau durante o parto,O70.3 Laceracao perineo 4. grau durante o parto,
6738,O709,"Perineal laceration during delivery, unspecified","Perineal laceration during delivery, unspecified","Perineal laceration during delivery, unspecified","Perineal laceration during delivery, unspecified","Laceração de períneo durante o parto, não especificada",O70.9 Laceracao de perineo durante o parto NE,
6739,O71,Other obstetric trauma,Other obstetric trauma,Other obstetric trauma,Other obstetric trauma,Outros traumatismos obstétricos,O71   Outr traum obstetricos,
6740,O710,Rupture of uterus before onset of labour,Rupture of uterus before onset of labour,Rupture of uterus before onset of labour,Rupture of uterus before onset of labour,Ruptura do útero antes do início do trabalho de parto,O71.0 Ruptura do utero antes inicio trab parto,
6741,O711,Rupture of uterus during labour,Rupture of uterus during labour,Rupture of uterus during labour,Rupture of uterus during labour,Ruptura do útero durante o trabalho de parto,O71.1 Ruptura do utero durante o trabalho de parto,
6742,O712,Postpartum inversion of uterus,Postpartum inversion of uterus,Postpartum inversion of uterus,Postpartum inversion of uterus,Inversão do útero pós-parto,O71.2 Inversao do utero pos-parto,
6743,O713,Obstetric laceration of cervix,Obstetric laceration of cervix,Obstetric laceration of cervix,Obstetric laceration of cervix,Laceração obstétrica do colo do útero,O71.3 Laceracao obstetrica do colo do utero,
6744,O714,Obstetric high vaginal laceration alone,Obstetric high vaginal laceration alone,Obstetric high vaginal laceration alone,Obstetric high vaginal laceration alone,"Laceração vaginal alta isolada, de origem obstétrica",O71.4 Laceracao vaginal alta isolada orig obstetr,
6745,O715,Other obstetric injury to pelvic organs,Other obstetric injury to pelvic organs,Other obstetric injury to pelvic organs,Other obstetric injury to pelvic organs,Outras lesões obstétricas aos órgãos pélvicos,O71.5 Outr lesoes obstetricas aos orgaos pelvicos,
6746,O716,Obstetric damage to pelvic joints and ligaments,Obstetric damage to pelvic joints and ligaments,Obstetric damage to pelvic joints and ligaments,Obstetric damage to pelvic joints and ligaments,Lesão obstétrica das articulações e dos ligamentos pélvicos,O71.6 Lesao obstetr artic e ligamentos pelvicos,
6747,O717,Obstetric haematoma of pelvis,Obstetric haematoma of pelvis,Obstetric haematoma of pelvis,Obstetric haematoma of pelvis,Hematoma obstétrico da pelve,O71.7 Hematoma obstetrico da pelve,
6748,O718,Other specified obstetric trauma,Other specified obstetric trauma,Other specified obstetric trauma,Other specified obstetric trauma,Outros traumatismos obstétricos especificados,O71.8 Outr traum obstetricos espec,
6749,O719,"Obstetric trauma, unspecified","Obstetric trauma, unspecified","Obstetric trauma, unspecified","Obstetric trauma, unspecified","Traumatismo obstétrico, não especificado",O71.9 Traum obstetrico NE,
6750,O72,Postpartum haemorrhage,Postpartum haemorrhage,Postpartum haemorrhage,Postpartum haemorrhage,Hemorragia pós-parto,O72   Hemorragia pos-parto,
6751,O720,Third-stage haemorrhage,Third-stage haemorrhage,Third-stage haemorrhage,Third-stage haemorrhage,Hemorragia do terceiro estágio,O72.0 Hemorragia do terceiro estagio,
6752,O721,Other immediate postpartum haemorrhage,Other immediate postpartum haemorrhage,Other immediate postpartum haemorrhage,Other immediate postpartum haemorrhage,Outras hemorragias do pós-parto imediato,O72.1 Outr hemorragias do pos-parto imediato,
6753,O722,Delayed and secondary postpartum haemorrhage,Delayed and secondary postpartum haemorrhage,Delayed and secondary postpartum haemorrhage,Delayed and secondary postpartum haemorrhage,"Hemorragias pós-parto, tardias e secundárias",O72.2 Hemorragias pos-parto tard e secund,
6754,O723,Postpartum coagulation defects,Postpartum coagulation defects,Postpartum coagulation defects,Postpartum coagulation defects,Deficiências de coagulação pós-parto,O72.3 Defic de coagulacao pos-parto,
6755,O73,"Retained placenta and membranes, without haemorrhage","Retained placenta and membranes, without haemorrhage","Retained placenta and membranes, without haemorrhage","Retained placenta and membranes, without haemorrhage","Retenção da placenta e das membranas, sem hemorragias",O73   Retencao placenta e membranas s/hemorragias,
6756,O730,Retained placenta without haemorrhage,Retained placenta without haemorrhage,Retained placenta without haemorrhage,Retained placenta without haemorrhage,Retenção da placenta sem hemorragia,O73.0 Retencao da placenta s/hemorragia,
6757,O731,"Retained portions of placenta and membranes, without haemorrhage","Retained portions of placenta and membranes, without haemorrhage","Retained portions of placenta and membranes, without haemorrhage","Retained portions of placenta and membranes, without haemorrhage","Retenção de partes da placenta ou das membranas, sem hemorragia",O73.1 Retencao partes placenta ou membr s/hemorrag,
6758,O74,Complications of anaesthesia during labour and delivery,Complications of anaesthesia during labour and delivery,Complications of anaesthesia during labour and delivery,Complications of anaesthesia during labour and delivery,Complicações de anestesia durante o trabalho de parto e o parto,O74   Complic anestesia durante trab parto e parto,
6759,O740,Aspiration pneumonitis due to anaesthesia during labour and delivery,Aspiration pneumonitis due to anaesthesia during labour and delivery,Aspiration pneumonitis due to anaesthesia during labour and delivery,Aspiration pneumonitis due to anaesthesia during labour and delivery,Pneumonite aspirativa devida a anestesia durante o trabalho de parto e o parto,O74.0 Pneumonite aspirat dev anest trab parto part,
6760,O741,Other pulmonary complications of anaesthesia during labour and delivery,Other pulmonary complications of anaesthesia during labour and delivery,Other pulmonary complications of anaesthesia during labour and delivery,Other pulmonary complications of anaesthesia during labour and delivery,Outras complicações pulmonares devidas a anestesia durante o trabalho de parto e no parto,O74.1 Outr complic pulm dev anest trab parto parto,
6761,O742,Cardiac complications of anaesthesia during labour and delivery,Cardiac complications of anaesthesia during labour and delivery,Cardiac complications of anaesthesia during labour and delivery,Cardiac complications of anaesthesia during labour and delivery,Complicações cardíacas devidas a anestesia durante o trabalho de parto e no parto,O74.2 Complic card dev anest trab parto e parto,
6762,O743,Central nervous system complications of anaesthesia during labour and delivery,Central nervous system complications of anaesthesia during labour and delivery,Central nervous system complications of anaesthesia during labour and delivery,Central nervous system complications of anaesthesia during labour and delivery,Complicações do sistema nervoso central devidas a anestesia durante o trabalho de parto e no parto,O74.3 Comp sist nerv cent dev anest trab part part,
6763,O744,Toxic reaction to local anaesthesia during labour and delivery,Toxic reaction to local anaesthesia during labour and delivery,Toxic reaction to local anaesthesia during labour and delivery,Toxic reaction to local anaesthesia during labour and delivery,Reação tóxica a anestesia local durante trabalho de parto e o parto,O74.4 Reacao toxica anest local trab parto e parto,
6764,O745,Spinal and epidural anaesthesia-induced headache during labour and delivery,Spinal and epidural anaesthesia-induced headache during labour and delivery,Spinal and epidural anaesthesia-induced headache during labour and delivery,Spinal and epidural anaesthesia-induced headache during labour and delivery,"Cefaléia pós-anestesia raquidiana e peridural, durante o trabalho de parto e parto",O74.5 Cefal pos-anest raquid perid trab parto part,
6765,O746,Other complications of spinal and epidural anaesthesia during labour and delivery,Other complications of spinal and epidural anaesthesia during labour and delivery,Other complications of spinal and epidural anaesthesia during labour and delivery,Other complications of spinal and epidural anaesthesia during labour and delivery,"Outras complicações de anestesia raquidiana ou peridural, durante o trabalho de parto e parto",O74.6 Outr compl anest raquid perid trab part part,
6766,O747,Failed or difficult intubation during labour and delivery,Failed or difficult intubation during labour and delivery,Failed or difficult intubation during labour and delivery,Failed or difficult intubation during labour and delivery,Falha ou dificuldade de entubação durante o trabalho de parto e parto,O74.7 Falha ou dific entubacao trab parto e parto,
6767,O748,Other complications of anaesthesia during labour and delivery,Other complications of anaesthesia during labour and delivery,Other complications of anaesthesia during labour and delivery,Other complications of anaesthesia during labour and delivery,Outras complicações de anestesia durante o trabalho de parto e parto,O74.8 Outr complic anest durante trab parto parto,
6768,O749,"Complication of anaesthesia during labour and delivery, unspecified","Complication of anaesthesia during labour and delivery, unspecified","Complication of anaesthesia during labour and delivery, unspecified","Complication of anaesthesia during labour and delivery, unspecified","Complicações de anestesia durante o trabalho de parto e parto, não especificadas",O74.9 Complic anest durante trab parto e parto NE,
6769,O75,"Other complications of labour and delivery, not elsewhere classified","Other complications of labour and delivery, not elsewhere classified","Other complications of labour and delivery, not elsewhere classified","Other complications of labour and delivery, not elsewhere classified",Outras complicações do trabalho de parto e do parto não classificadas em outra parte,O75   Outr complic do trab parto e do parto NCOP,
6770,O750,Maternal distress during labour and delivery,Maternal distress during labour and delivery,Maternal distress during labour and delivery,Maternal distress during labour and delivery,Sofrimento materno durante o trabalho de parto e o parto,O75.0 Sofrim materno durante trab parto e parto,
6771,O751,Shock during or following labour and delivery,Shock during or following labour and delivery,Shock during or following labour and delivery,Shock during or following labour and delivery,Choque durante ou subseqüente ao trabalho de parto e o parto,O75.1 Choque durante ou subseq trab parto e parto,
6772,O752,"Pyrexia during labour, not elsewhere classified","Pyrexia during labour, not elsewhere classified","Pyrexia during labour, not elsewhere classified","Pyrexia during labour, not elsewhere classified",Febre durante o trabalho de parto não classificada em outra parte,O75.2 Febre durante o trabalho de parto NCOP,
6773,O753,Other infection during labour,Other infection during labour,Other infection during labour,Other infection during labour,Outras infecções durante o trabalho de parto,O75.3 Outr infecc durante o trabalho de parto,
6774,O754,Other complications of obstetric surgery and procedures,Other complications of obstetric surgery and procedures,Other complications of obstetric surgery and procedures,Other complications of obstetric surgery and procedures,Outras complicações de procedimentos ou de cirurgia obstétrica,O75.4 Outr complic proced ou cirurgia obstetrica,
6775,O755,Delayed delivery after artificial rupture of membranes,Delayed delivery after artificial rupture of membranes,Delayed delivery after artificial rupture of membranes,Delayed delivery after artificial rupture of membranes,Demora do parto após ruptura artificial das membranas,O75.5 Demora do parto apos ruptura artif membranas,
6776,O756,Delayed delivery after spontaneous or unspecified rupture of membranes,Delayed delivery after spontaneous or unspecified rupture of membranes,Delayed delivery after spontaneous or unspecified rupture of membranes,Delayed delivery after spontaneous or unspecified rupture of membranes,Demora do parto após ruptura espontânea ou não especificada das membranas,O75.6 Demora parto apos ruptura espont ou NE membr,
6777,O757,Vaginal delivery following previous caesarean section,Vaginal delivery following previous caesarean section,Vaginal delivery following previous caesarean section,Vaginal delivery following previous caesarean section,Parto vaginal subseqüente a cesariana anterior,O75.7 Parto vaginal subseq cesariana anterior,
6778,O758,Other specified complications of labour and delivery,Other specified complications of labour and delivery,Other specified complications of labour and delivery,Other specified complications of labour and delivery,Outras complicações especificadas do trabalho de parto e do parto,O75.8 Outr complic espec trab parto e do parto,
6779,O759,"Complication of labour and delivery, unspecified","Complication of labour and delivery, unspecified","Complication of labour and delivery, unspecified","Complication of labour and delivery, unspecified","Complicações do trabalho de parto e do parto, não especificadas",O75.9 Complic do trabalho de parto e do parto NE,
6780,O80,Single spontaneous delivery,Single spontaneous delivery,Single spontaneous delivery,Single spontaneous delivery,Parto único espontâneo,O80   Parto unico espontaneo,
6781,O800,Spontaneous vertex delivery,Spontaneous vertex delivery,Spontaneous vertex delivery,Spontaneous vertex delivery,Parto espontâneo cefálico,O80.0 Parto espontaneo cefalico,
6782,O801,Spontaneous breech delivery,Spontaneous breech delivery,Spontaneous breech delivery,Spontaneous breech delivery,Parto espontâneo pélvico,O80.1 Parto espontaneo pelvico,
6783,O808,Other single spontaneous delivery,Other single spontaneous delivery,Other single spontaneous delivery,Other single spontaneous delivery,Outros tipos de parto único espontâneo,O80.8 Outr tipos de parto unico espontaneo,
6784,O809,"Single spontaneous delivery, unspecified","Single spontaneous delivery, unspecified","Single spontaneous delivery, unspecified","Single spontaneous delivery, unspecified","Parto único espontâneo, não especificado",O80.9 Parto unico espontaneo NE,
6785,O81,Single delivery by forceps and vacuum extractor,Single delivery by forceps and vacuum extractor,Single delivery by forceps and vacuum extractor,Single delivery by forceps and vacuum extractor,Parto único por fórceps ou vácuo-extrator,O81   Parto unico p/forceps ou vacuo-extrator,
6786,O810,Low forceps delivery,Low forceps delivery,Low forceps delivery,Low forceps delivery,Parto por fórceps baixo,O81.0 Parto p/forceps baixo,
6787,O811,Mid-cavity forceps delivery,Mid-cavity forceps delivery,Mid-cavity forceps delivery,Mid-cavity forceps delivery,Parto por fórceps da cavidade mediana,O81.1 Parto p/forceps da cavidade mediana,
6788,O812,Mid-cavity forceps with rotation,Mid-cavity forceps with rotation,Mid-cavity forceps with rotation,Mid-cavity forceps with rotation,Fórceps da cavidade mediana com rotação,O81.2 Forceps da cavidade mediana c/rotacao,
6789,O813,Other and unspecified forceps delivery,Other and unspecified forceps delivery,Other and unspecified forceps delivery,Other and unspecified forceps delivery,Outros tipos de parto por fórceps e os não especificados,O81.3 Outr tipos de parto p/forceps e os NE,
6790,O814,Vacuum extractor delivery,Vacuum extractor delivery,Vacuum extractor delivery,Vacuum extractor delivery,Parto por vácuo-extrator,O81.4 Parto p/vacuo-extrator,
6791,O815,Delivery by combination of forceps and vacuum extractor,Delivery by combination of forceps and vacuum extractor,Delivery by combination of forceps and vacuum extractor,Delivery by combination of forceps and vacuum extractor,Parto por combinação de fórceps e vácuo-extrator,O81.5 Parto p/combinacao forceps e vacuo-extrator,
6792,O82,Single delivery by caesarean section,Single delivery by caesarean section,Single delivery by caesarean section,Single delivery by caesarean section,Parto único por cesariana,O82   Parto unico p/cesariana,
6793,O820,Delivery by elective caesarean section,Delivery by elective caesarean section,Delivery by elective caesarean section,Delivery by elective caesarean section,Parto por cesariana eletiva,O82.0 Parto p/cesariana eletiva,
6794,O821,Delivery by emergency caesarean section,Delivery by emergency caesarean section,Delivery by emergency caesarean section,Delivery by emergency caesarean section,Parto por cesariana de emergência,O82.1 Parto p/cesariana de emergencia,
6795,O822,Delivery by caesarean hysterectomy,Delivery by caesarean hysterectomy,Delivery by caesarean hysterectomy,Delivery by caesarean hysterectomy,Parto por cesariana para histerectomia,O82.2 Parto p/cesariana p/histerectomia,
6796,O828,Other single delivery by caesarean section,Other single delivery by caesarean section,Other single delivery by caesarean section,Other single delivery by caesarean section,Outros tipos de parto único por cesariana,O82.8 Outr tipos de parto unico p/cesariana,
6797,O829,"Delivery by caesarean section, unspecified","Delivery by caesarean section, unspecified","Delivery by caesarean section, unspecified","Delivery by caesarean section, unspecified","Parto por cesariana, não especificada",O82.9 Parto p/cesariana NE,
6798,O83,Other assisted single delivery,Other assisted single delivery,Other assisted single delivery,Other assisted single delivery,Outros tipos de parto único assistido,O83   Outr tipos de parto unico assistido,
6799,O830,Breech extraction,Breech extraction,Breech extraction,Breech extraction,Extração pélvica,O83.0 Extracao pelvica,
6800,O831,Other assisted breech delivery,Other assisted breech delivery,Other assisted breech delivery,Other assisted breech delivery,Outros tipos de parto pélvico assistido,O83.1 Outr tipos de parto pelvico assistido,
6801,O832,Other manipulation-assisted delivery,Other manipulation-assisted delivery,Other manipulation-assisted delivery,Other manipulation-assisted delivery,Outras formas de parto com o auxílio de manipulação,O83.2 Outr form de parto c/o auxilio manipulacao,
6802,O833,Delivery of viable fetus in abdominal pregnancy,Delivery of viable fetus in abdominal pregnancy,Delivery of viable fetus in abdominal pregnancy,Delivery of viable fetus in abdominal pregnancy,Parto de gravidez intra-abdominal com feto viável,O83.3 Parto de grav intra-abdominal feto viavel,
6803,O834,Destructive operation for delivery,Destructive operation for delivery,Destructive operation for delivery,Destructive operation for delivery,Cirurgia destrutiva para facilitar o parto,O83.4 Cirurgia destrutiva p/facilitar o parto,
6804,O838,Other specified assisted single delivery,Other specified assisted single delivery,Other specified assisted single delivery,Other specified assisted single delivery,Outros tipos especificados de parto único assistido,O83.8 Outr tipos espec de parto unico assistido,
6805,O839,"Assisted single delivery, unspecified","Assisted single delivery, unspecified","Assisted single delivery, unspecified","Assisted single delivery, unspecified","Parto único assistido, não especificado",O83.9 Parto unico assistido NE,
6806,O84,Multiple delivery,Multiple delivery,Multiple delivery,Multiple delivery,Parto múltiplo,O84   Parto mult,
6807,O840,"Multiple delivery, all spontaneous","Multiple delivery, all spontaneous","Multiple delivery, all spontaneous","Multiple delivery, all spontaneous","Parto múltiplo, todos espontâneos",O84.0 Parto mult todos espontaneos,
6808,O841,"Multiple delivery, all by forceps and vacuum extractor","Multiple delivery, all by forceps and vacuum extractor","Multiple delivery, all by forceps and vacuum extractor","Multiple delivery, all by forceps and vacuum extractor","Parto múltiplo, todos por fórceps ou vácuo-extrator",O84.1 Parto mult todos p/forceps ou vacuo-extrator,
6809,O842,"Multiple delivery, all by caesarean section","Multiple delivery, all by caesarean section","Multiple delivery, all by caesarean section","Multiple delivery, all by caesarean section","Parto múltiplo, todos por cesariana",O84.2 Parto mult todos p/cesariana,
6810,O848,Other multiple delivery,Other multiple delivery,Other multiple delivery,Other multiple delivery,Outro tipo de parto múltiplo,O84.8 Outr tipo de parto mult,
6811,O849,"Multiple delivery, unspecified","Multiple delivery, unspecified","Multiple delivery, unspecified","Multiple delivery, unspecified","Parto múltiplo, não especificado",O84.9 Parto mult NE,
6812,O85,Puerperal sepsis,Puerperal sepsis,Puerperal sepsis,Puerperal sepsis,Infecção puerperal,O85   Infecc puerperal,
6813,O86,Other puerperal infections,Other puerperal infections,Other puerperal infections,Other puerperal infections,Outras infecções puerperais,O86   Outr infecc puerperais,
6814,O860,Infection of obstetric surgical wound,Infection of obstetric surgical wound,Infection of obstetric surgical wound,Infection of obstetric surgical wound,Infecção da incisão cirúrgica de origem obstétrica,O86.0 Infecc da incisao cirurgica orig obstetrica,
6815,O861,Other infection of genital tract following delivery,Other infection of genital tract following delivery,Other infection of genital tract following delivery,Other infection of genital tract following delivery,Outras infecções dos órgãos genitais subseqüentes ao parto,O86.1 Outr infecc dos orgaos genitais subseq parto,
6816,O862,Urinary tract infection following delivery,Urinary tract infection following delivery,Urinary tract infection following delivery,Urinary tract infection following delivery,Infecção das vias urinárias subseqüentes ao parto,O86.2 Infecc das vias urinarias subsequentes parto,
6817,O863,Other genitourinary tract infections following delivery,Other genitourinary tract infections following delivery,Other genitourinary tract infections following delivery,Other genitourinary tract infections following delivery,Outras infecções das vias genitourinárias subseqüentes ao parto,O86.3 Outr infecc vias genitourin subseq parto,
6818,O864,Pyrexia of unknown origin following delivery,Pyrexia of unknown origin following delivery,Pyrexia of unknown origin following delivery,Pyrexia of unknown origin following delivery,Febre de origem desconhecida subseqüente ao parto,O86.4 Febre orig desconhecida subsequente ao parto,
6819,O868,Other specified puerperal infections,Other specified puerperal infections,Other specified puerperal infections,Other specified puerperal infections,Outras infecções puerperais especificadas,O86.8 Outr infecc puerperais espec,
